,energy,liveness,tempo,speechiness,acousticness,instrumentalness,danceability,duration_ms,loudness,valence,id,mood
85,0.77,0.112,135.018,0.0335,0.109,0.0,0.736,209516,-6.477,0.837,3Q7o2zzvXj7QiSCumjBpvu,Happy
86,0.571,0.0912,105.049,0.0439,0.0558,0.0,0.575,197947,-7.906,0.449,4NBTZtAt1F13VvlSKe6KTl,Happy
87,0.867,0.78,179.941,0.041,0.21,0.0,0.492,199605,-2.404,0.734,1nNfkK3cfckAyTmNRk1b60,Happy
88,0.583,0.127,110.974,0.0353,0.19,0.00103,0.829,148869,-8.586,0.765,1cxPOIEirHd43X5qeGebUY,Happy
89,0.844,0.0909,172.02,0.0544,0.023,1.1e-06,0.601,147680,-4.764,0.701,3bcLtU0Z3MuUhhQHIVSSX2,Happy
90,0.633,0.201,159.906,0.0441,0.0429,0.0,0.482,174944,-6.108,0.378,76ZRoeAgtae628jiFYDLCT,Happy
91,0.751,0.175,89.97,0.0905,0.0157,0.0,0.813,198295,-2.932,0.661,4hM1rUoUrthsX8D4BH74MO,Happy
92,0.748,0.394,130.03,0.0443,0.000687,0.0,0.56,195825,-6.845,0.293,1P3w91ud5pF4JO80730Mra,Happy
93,0.784,0.145,203.662,0.0489,0.223,8.3e-05,0.459,183029,-6.041,0.685,15spDnfLO2C95AeEjUAnkE,Happy
94,0.678,0.101,103.952,0.0324,0.0151,5.71e-06,0.693,228267,-7.159,0.404,6oJ6le65B3SEqPwMRNXWjY,Happy
95,0.438,0.0764,175.139,0.0529,0.064,0.0,0.424,144893,-15.192,0.924,6fvIzrJ6boUDFF19fH4S2s,Happy
96,0.661,0.256,130.009,0.0687,0.15,0.0,0.762,225373,-6.075,0.769,1hGy2eLcmC8eKx7qr1tOqx,Happy
97,0.801,0.328,160.547,0.0565,0.691,0.0,0.458,159853,-7.83,0.93,7FS541dJh3iQAEXEZoDhE6,Happy
98,0.569,0.046,167.202,0.0552,0.261,0.308,0.737,190707,-6.702,0.912,2dlEdDEmuQsrcXaAL3Znzi,Happy
99,0.573,0.0607,81.548,0.0423,0.271,0.0,0.62,231333,-11.893,0.897,0ikz6tENMONtK6qGkOrU3c,Happy
0,0.681,0.0233,114.989,0.0888,0.00966,5.71e-05,0.853,270627,-5.003,0.93,4rmPQGwcLQjCoFq5NrTA0D,Happy
1,0.82,0.3,118.208,0.0805,0.261,0.0,0.547,172867,-6.728,0.933,6Ac4NVYYl2U73QiTt11ZKd,Happy
2,0.715,0.107,107.041,0.04,0.258,0.0568,0.72,193813,-4.652,0.357,5LYMamLv12UPbemOaTPyeV,Happy
3,0.821,0.153,174.923,0.0539,0.0102,0.0438,0.551,137760,-4.489,0.842,5dKBaysNJtfpyNTRa5lqDb,Happy
4,0.825,0.0674,102.977,0.0601,0.00883,0.0,0.702,203064,-3.787,0.915,5nujrmhLynf4yMoMtj8AQF,Happy
5,0.97,0.205,79.504,0.0648,0.0644,0.000156,0.715,239240,-2.206,0.963,3AszgPDZd9q0DpDFt4HFBy,Happy
6,0.525,0.0771,144.981,0.0665,0.345,1.92e-06,0.838,134256,-3.562,0.884,0QHEIqNKsMoOY5urbzN48u,Happy
7,0.869,0.0678,109.902,0.037,0.0116,0.173,0.596,238733,-11.97,0.944,05wIrZSwuaVWhcv5FfqeH0,Happy
8,0.846,0.0486,87.981,0.22,0.00614,0.0,0.737,143901,-4.51,0.546,0e8nrvls4Qqv5Rfa2UhqmO,Happy
9,0.849,0.0414,124.631,0.0452,0.641,7.74e-06,0.482,155227,-9.198,0.937,4Z1fbYp0HuxLBje4MOZcSD,Happy
10,0.847,0.11,140.03,0.0462,0.00151,0.0108,0.373,235172,-4.88,0.538,0gsY8KBi8CuXePHxBjpysJ,Happy
11,0.786,0.497,97.54,0.0377,0.0349,0.00767,0.635,241547,-6.46,0.305,7zkDEBSxkcBVsStS4qBFpK,Happy
12,0.714,0.15,131.443,0.0401,0.352,0.0,0.768,163026,-5.11,0.842,4h4QlmocP3IuwYEj2j14p8,Happy
13,0.876,0.677,156.291,0.187,0.0175,0.0114,0.566,209447,-4.6,0.642,2RknY4IqSPwagR0v5wchIW,Happy
14,0.731,0.151,101.654,0.0379,0.431,0.0,0.484,204280,-6.694,0.51,3JvrhDOgAt6p7K8mDyZwRd,Happy
15,0.79,0.165,131.177,0.059,0.139,0.00669,0.679,251533,-6.934,0.369,6VwkgtOIlVboseFPCFnyJ2,Happy
16,0.705,0.12,110.97,0.0284,0.259,8.92e-05,0.764,208667,-3.463,0.781,3DarAbFujv6eYNliUTyqtz,Happy
17,0.928,0.0988,148.03,0.0759,0.00113,0.0,0.351,222076,-3.71,0.239,0eGsygTp906u18L0Oimnem,Happy
18,0.83,0.191,113.03,0.0751,0.0123,0.0,0.666,236002,-5.715,0.702,6JV2JOEocMgcZxYSZelKcc,Happy
19,0.651,0.489,81.397,0.048,0.144,0.0,0.586,223067,-10.16,0.901,6ZEAXknmx2mrO3KgcDNpFI,Happy
20,0.626,0.183,82.488,0.0805,0.125,0.0,0.731,173640,-6.919,0.862,51PSUD2YHjPyAy3jnkaoy7,Happy
21,0.838,0.418,113.373,0.11,0.0832,0.0,0.742,188240,-6.442,0.848,3v8PlUFGQQDBIk1J86waCo,Happy
22,0.811,0.101,116.047,0.038,0.0426,1.07e-06,0.794,248413,-8.966,0.862,2Foc5Q5nqNiosCNqttzHof,Happy
23,0.8,0.359,134.002,0.0504,0.127,0.0,0.714,211560,-4.808,0.589,3Wrjm47oTz2sjIgck11l5e,Happy
24,0.712,0.211,98.023,0.046,0.132,0.0,0.694,201122,-3.923,0.799,1rIKgCH4H52lrvDcz50hS8,Happy
25,0.62,0.253,86.327,0.0594,0.64,6.36e-05,0.32,448720,-9.686,0.472,6lFZbCc7pn6Lme1NP7qQqQ,Happy
26,0.68,0.178,97.985,0.0431,0.0171,0.0,0.703,210384,-6.118,0.536,6w8ZPYdnGajyfPddTWdthN,Happy
27,0.675,0.293,124.908,0.049,0.261,1.4e-06,0.784,224053,-7.718,0.854,6RT3PxDEQOa7m6tK502DNa,Happy
28,0.692,0.324,116.017,0.0431,0.0412,7.24e-05,0.874,178560,-5.28,0.937,55h7vJchibLdUkxdlX3fK7,Happy
29,0.783,0.0803,99.992,0.0444,0.232,0.00886,0.818,162267,-6.534,0.819,1YrC8s6yZWw23QxW6rfM9f,Happy
30,0.697,0.333,94.996,0.0401,0.182,0.0,0.756,206071,-6.377,0.956,0QBzMgT7NIeoCYy3sJCof1,Happy
31,0.686,0.274,193.667,0.0325,0.18,2.66e-06,0.525,150126,-8.879,0.91,5olYKlNYCELRBQzxQ6Tr1V,Happy
32,0.705,0.374,102.062,0.0396,0.576,0.0,0.594,148235,-6.415,0.372,0Vamcab1ClWW7u8rAiwT5d,Happy
33,0.797,0.26,120.041,0.0533,0.00543,0.00137,0.611,218107,-7.627,0.518,2GiJYvgVaD2HtM8GqD9EgQ,Happy
34,0.816,0.335,95.39,0.0465,0.122,0.0,0.548,174000,-4.209,0.557,6UelLqGlWMcVH1E5c4H7lY,Happy
35,0.163,0.0688,69.283,0.165,0.881,7.62e-05,0.681,292400,-22.597,0.771,5YbgcwHjQhdT1BYQ4rxWlD,Happy
36,0.631,0.123,128.977,0.0534,0.305,3.04e-05,0.863,223480,-4.689,0.817,4nK5YrxbMGZstTLbvj6Gxw,Happy
37,0.531,0.0938,70.469,0.0954,0.331,1.51e-06,0.598,168000,-7.484,0.696,4ZrbWwFHHjPoe7cfUBJ9WQ,Happy
38,0.525,0.0714,112.022,0.0578,0.183,0.0,0.878,158571,-6.832,0.694,1Cv1YLb4q0RzL6pybtaMLo,Happy
39,0.87,0.184,124.444,0.0308,0.00361,0.126,0.491,224800,-5.99,0.814,4er8NyQ8cFnZ2b643Tjc44,Happy
40,0.731,0.311,173.93,0.0557,0.342,0.00101,0.52,167303,-5.338,0.662,4LRPiXqCikLlN15c3yImP7,Happy
41,0.691,0.268,150.944,0.0435,0.014,0.177,0.601,195944,-7.859,0.863,67E2W74IlpFbSCcm46PZP3,Happy
42,0.656,0.169,121.112,0.0595,0.0466,0.0187,0.843,215653,-11.184,0.931,6pc8xULSlsMdFB3OrqbvZ4,Happy
43,0.518,0.104,151.891,0.0897,0.223,0.0,0.815,177667,-6.594,0.877,0uI7yAKUf52Cn7y3sYyjiX,Happy
44,0.704,0.0884,128.685,0.0402,0.401,0.132,0.896,243696,-12.148,0.98,6W99yGcIH43jskdRA7idD3,Happy
45,0.564,0.392,98.105,0.177,0.0559,7.07e-06,0.66,181224,-8.751,0.929,5seOJJVjyWCIBkSEBJrIGX,Happy
46,0.879,0.109,134.064,0.0514,0.0476,1.91e-06,0.811,188754,-3.724,0.962,0ifSeVGUr7py5GggttDhXw,Happy
47,0.591,0.124,111.676,0.0336,0.289,0.000431,0.541,306320,-6.688,0.116,0cBPuDA3xUjR4Vh9o7CKy8,Happy
48,0.847,0.336,97.974,0.0385,0.0462,0.0,0.544,184133,-4.794,0.168,24fXShNbufmThxBTWWPfO1,Happy
49,0.672,0.0688,166.903,0.0637,0.314,5.03e-06,0.635,155333,-6.788,0.895,6pyex9B1kBoRIuabBAc4m8,Happy
50,0.872,0.103,170.056,0.0977,0.14,3.17e-06,0.498,174185,-6.744,0.553,3jnMhpFIw1rtQh43XnNUxs,Happy
51,0.895,0.0741,174.987,0.076,0.147,0.0,0.341,237733,-6.66,0.677,4vnYwFOZCVl0bmerWyuzRw,Happy
52,0.688,0.138,115.035,0.0916,0.061,0.0,0.74,135581,-4.361,0.935,6FfLg6FFqhCsrFOaHIGkg0,Happy
53,0.484,0.0486,167.084,0.0484,0.13,0.137,0.749,187600,-9.944,0.939,7HX9f8AMBl0vQxAoAzLqhS,Happy
54,0.607,0.103,91.005,0.0582,0.218,2.34e-05,0.713,171429,-4.388,0.202,0lqtePau02eM0xmOUIZ3uE,Happy
55,0.338,0.248,177.765,0.0329,0.652,3.73e-06,0.388,303373,-10.054,0.478,2RlgNHKcydI9sayD2Df2xp,Happy
56,0.869,0.046,122.017,0.0382,0.128,2.2e-05,0.653,197347,-3.725,0.697,03mMSLEJCPoGJwQhHpN5y0,Happy
57,0.824,0.363,122.221,0.0449,0.0271,0.0152,0.676,187733,-5.752,0.696,4Sqc0kPuZpfI0T2TZBu8JT,Happy
58,0.598,0.17,112.027,0.0291,0.037,0.0,0.708,203123,-8.365,0.698,2sXf2JdbB2GlNju00kw9WE,Happy
59,0.822,0.0908,160.019,0.183,0.219,0.0,0.647,232720,-4.662,0.962,5b88tNINg4Q4nrRbrCXUmg,Happy
60,0.795,0.0717,79.028,0.0504,0.0417,0.000113,0.801,163253,-5.115,0.754,6QgjcU0zLnzq5OrUoSZ3OK,Happy
61,0.917,0.169,190.757,0.0771,0.0717,0.0,0.32,188360,-5.903,0.715,15tHagkk8z306XkyOHqiip,Happy
62,0.83,0.261,117.973,0.0632,0.0288,0.0215,0.594,203527,-5.727,0.69,6WP4WTHzaPTCk1QrbRLhgL,Happy
63,0.824,0.0855,108.625,0.0299,0.403,0.0,0.568,174760,-4.613,0.753,5Ts1DYOuouQLgzTaisxWYh,Happy
64,0.752,0.16,129.953,0.0308,8.5e-06,0.6,0.439,171226,-6.001,0.144,3I5Qq3AwUCbj8Qb0KBqegb,Happy
65,0.588,0.149,98.027,0.0924,0.692,0.000104,0.824,209438,-6.4,0.513,2XU0oxnq2qxCpomAAuJY8K,Happy
66,0.936,0.136,172.43,0.104,0.416,0.000135,0.461,249333,-6.824,0.811,7w4Tbkbx081vRJa8ol56Qf,Happy
67,0.885,0.086,97.03,0.0436,0.217,0.0,0.675,216667,-4.432,0.768,0KpfYajJVVGgQ32Dby7e9i,Happy
68,0.745,0.0943,101.018,0.0571,0.0642,0.0,0.893,223413,-3.105,0.872,5bcTCxgc7xVfSaMV3RuVke,Happy
69,0.801,0.241,103.197,0.0354,0.0209,0.0,0.466,267413,-5.175,0.379,3O0FuEfTpt3Zn6J3pXrXVO,Happy
70,0.859,0.133,129.912,0.0332,0.266,0.000356,0.793,219920,-3.774,0.964,1dKm4a7TOYFzzTQvU59C59,Happy
71,0.799,0.269,116.985,0.0342,0.00185,1.08e-06,0.622,182383,-4.811,0.6,7mzPAftljnsFmU6131Pqcd,Happy
72,0.705,0.158,159.307,0.0375,0.278,1.89e-06,0.548,148277,-10.026,0.964,7sVxvaLH9Bx9YZyBjdRpdQ,Happy
73,0.525,0.0921,80.87,0.0944,0.44,6.7e-06,0.761,238805,-6.9,0.531,02MWAaffLxlfxAUY7c5dvx,Happy
74,0.929,0.0931,137.996,0.037,0.0499,1.7e-06,0.556,188893,-3.659,0.842,1hy6Dic0L5SU1XqjhYY1TR,Happy
75,0.634,0.0678,128.992,0.0289,0.0763,0.0,0.466,194240,-5.3,0.324,5zsvG3RApT8qMVl7673FqF,Happy
76,0.752,0.0907,187.712,0.0581,0.448,0.00061,0.559,179973,-10.046,0.946,6nzhhT57iQYrbqumru9NNP,Happy
77,0.632,0.0769,113.682,0.145,0.0126,4.95e-06,0.548,245800,-5.569,0.535,7KdF7Zac5eC9jutk9Qret4,Happy
78,0.845,0.336,119.48,0.0372,0.0528,0.0,0.639,233373,-3.333,0.871,1FHNctV68GUNLgXclG2DtR,Happy
79,0.793,0.0951,123.95,0.083,0.0123,0.0,0.793,183290,-4.521,0.679,3PfIrDoz19wz7qK7tYeu62,Happy
80,0.467,0.0881,101.048,0.12,0.414,0.00304,0.806,156000,-11.021,0.565,68LD8P1989xcYJKZA3aqRV,Happy
81,0.551,0.0827,131.922,0.0396,0.151,0.0,0.851,219467,-5.177,0.807,66S14BkJDxgkYxLl5DCqOz,Happy
82,0.726,0.0984,106.979,0.0371,0.14,0.0,0.584,212447,-4.604,0.398,2JVwsN6viHjR9t5pCPQ4Br,Happy
83,0.622,0.127,99.905,0.224,0.372,0.0,0.537,168777,-6.602,0.729,5EKEYEvTy8GYCDSCgLPUsn,Happy
84,0.857,0.0726,127.656,0.17,0.00131,0.0,0.965,183760,-8.458,0.951,6jBCehpNMkwFVF3dz4nLIW,Happy
85,0.743,0.335,108.966,0.0656,0.0995,0.0,0.836,191822,-6.305,0.722,1PckUlxKqWQs3RlWXVBLw3,Happy
86,0.711,0.116,74.989,0.126,0.439,0.0,0.741,166400,-9.359,0.801,1hmV2cFt3tJfvOc9zwzytY,Happy
87,0.617,0.109,138.015,0.0287,0.0954,3.23e-06,0.486,242373,-7.115,0.417,1mea3bSkSGXuIRvnydlB5b,Happy
88,0.868,0.129,121.82,0.106,0.088,0.124,0.647,242240,-6.427,0.804,3pf96IFggfQuT6Gafqx2rt,Happy
89,0.958,0.101,145.063,0.0543,2.64e-05,0.000245,0.434,209804,-3.558,0.746,2zJGwCm2cqkb7q0qrOIMpY,Happy
90,0.688,0.282,122.983,0.0379,0.00209,0.0541,0.818,259507,-7.083,0.971,2qONptRzQM0D3BGOgAsapI,Happy
91,0.791,0.321,133.042,0.048,0.0392,0.0,0.654,199526,-6.243,0.603,04MNyOQZDvLsW2gjAm9q2L,Happy
92,0.628,0.181,121.793,0.0328,0.0871,0.0,0.794,159119,-4.321,0.935,7BL33HmuFQien4olebugdj,Happy
93,0.924,0.084,100.045,0.146,0.0841,3.59e-06,0.631,192280,-5.589,0.755,213x4gsFDm04hSqIUkg88w,Happy
94,0.868,0.442,184.348,0.048,0.0962,0.000322,0.59,230640,-5.832,0.798,1ot6jEe4w4hYnsOPjd3xKQ,Happy
95,0.832,0.183,112.007,0.0291,0.0881,0.0674,0.692,165810,-4.414,0.858,4S46FETQcxhXROubIV11M3,Happy
96,0.641,0.0601,120.745,0.0289,0.13,0.000218,0.699,187213,-7.564,0.728,6pxWv6GV35VGmcPf5dh6CH,Happy
97,0.887,0.275,142.014,0.0424,0.0231,0.0,0.689,205027,-4.27,0.937,0Me1AKVY2wzxOKLMiaAtNy,Happy
98,0.873,0.112,123.181,0.0475,0.141,0.0571,0.782,252933,-7.157,0.858,0KxTWgl64TNOQXiGFJYc6t,Happy
99,0.847,0.25,173.914,0.0348,5.12e-06,0.0208,0.323,98400,-4.716,0.859,1Q8reqCOXg2yqNr47HGo9X,Happy
